File Name,Image,Task Type,VME or not?,Possible for VME Error to exist?,"If so, does VME error exist?",No Pen,No Man,Shape,Number of Protrusions,Incorrect/Missing Rune,Missing Carrot,Missing Castle,Use Mickey Mouse,Missing Word,Missing Moon,No Tie,No Stripes,Bart Hair,Wrong Colors,Tail,Wrong Object,Wrong Shape,No Bunny Ears,Wrong Colors,Four Spikes,Wrong Number ,Wrong Hair Color,No Mustache,Not Bowtie,Wrong Shape,Wrong Face,No Clothes,Wrong Bars,Wrong Pattern,Wrong Circle,Missing Mermaid,Trident
Elmo_LT_1549,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_LT_1579,Elmo,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_ST_218,Elmo,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_ST_765,Elmo,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elmo_ST_848,Elmo,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_22,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_66,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_111,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_150,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_163,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_184,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_258,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_362,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_366,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_378,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_409,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_452,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_476,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_486,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_515,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_524,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_574,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_596,Fred,LT,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_LT_643,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_666,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_698,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_761,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_810,Fred,LT,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_LT_889,Fred,LT,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_LT_895,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_915,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_932,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_997,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1017,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1044,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1047,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1092,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1099,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1130,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1256,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1278,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1298,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1343,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1353,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1419,Fred,LT,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1466,Fred,LT,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_LT_1558,Fred,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_138,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_223,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_387,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_721,Fred,ST,Not,N/A,N/A,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Fred_ST_744,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_877,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_941,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fred_ST_1084,Fred,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_27,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_36,Fruit,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_170,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_215,Fruit,LT,VME,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_224,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_286,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_288,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_299,Fruit,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_400,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_638,Fruit,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_657,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_682,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_708,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_771,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_772,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_803,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_844,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_929,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_946,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1087,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1149,Fruit,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1198,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1214,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1290,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1367,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1372,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1410,Fruit,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1424,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1427,Fruit,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1475,Fruit,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1550,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1551,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1556,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_LT_1600,Fruit,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_193,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_207,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_230,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_352,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_815,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_821,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_926,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_943,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_951,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_989,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1013,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1186,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1187,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1364,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1476,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fruit_ST_1560,Fruit,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_3,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_50,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Garfield_LT_99,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_101,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_147,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_229,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_302,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_385,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_397,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_420,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_447,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_487,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_489,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_529,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_534,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_548,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_565,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_623,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_662,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_680,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_713,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_720,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Garfield_LT_727,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_747,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_777,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_841,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_907,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1015,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1115,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1127,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1137,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1153,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1155,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1193,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1245,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1265,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1277,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1326,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1350,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1373,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1421,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1425,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_LT_1564,Garfield,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_165,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_463,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_468,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Garfield_ST_604,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_888,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_1056,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garfield_ST_1194,Garfield,ST,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_9,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_152,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_185,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_276,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_278,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_294,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_301,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_320,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_354,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_357,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_364,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_424,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_436,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_451,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_622,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_840,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_867,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_871,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_878,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_884,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_939,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_969,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_974,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1121,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1132,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1147,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1185,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1202,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1269,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1325,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1356,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1393,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1408,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1417,George,LT,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1433,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1488,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1528,George,LT,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_LT_1553,George,LT,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_6,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_292,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_453,George,ST,VME,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_473,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_648,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_726,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_745,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_981,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_1118,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_1251,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_1345,George,ST,VME,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
George_ST_1349,George,ST,VME,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_171,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_196,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_250,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_254,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_264,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_317,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_337,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_367,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_467,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_474,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_554,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_567,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_587,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_602,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_610,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_614,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_734,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
Homer_LT_757,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_760,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_791,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_800,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_913,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_978,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1080,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1104,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1166,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1184,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1200,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1213,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1226,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1232,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Homer_LT_1244,Homer,LT,Not,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
